,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class;;
257,Tomberlin,Wasted,55.0,0.765,0.563,4.0,-9.765,1.0,0.0397,0.422,0.122,0.142,0.703,93.073,149423.0,4.0,6.0
258,The Yardbirds,Over Under Sideways Down - The Mono Album,46.0,0.529,0.861,11.0,-10.581,1.0,0.0784,0.292,0.225,0.314,0.387,96.52,142507.0,4.0,6.0
259,Wolfmother,Woman,60.0,0.191,0.948,9.0,-3.496,0.0,0.217,2.78e-05,0.0864,0.0945,0.215,150.753,175667.0,4.0,10.0
260,Led Zeppelin,No Quarter - Remaster,56.0,0.339,0.34,11.0,-14.377,1.0,0.0385,0.657,0.459,0.375,0.117,142.362,419133.0,4.0,10.0
264,Beloved,Only Our Faces Hide,30.0,0.361,0.954,2.0,-4.097,1.0,0.0575,2e-05,0.223,0.309,0.176,172.944,232853.0,4.0,10.0
265,The Cult,She Sells Sanctuary,69.0,0.55,0.765,7.0,-8.684,1.0,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252533.0,4.0,10.0
266,Carach Angren,Franckensteina Strataemontanus,39.0,0.57,0.916,8.0,-6.899,1.0,0.043,0.00439,0.138,0.135,0.359,100.041,183008.0,4.0,8.0
268,Fleshkiller,Parallel Kingdom,20.0,0.45,0.977,1.0,-4.172,1.0,0.122,4.26e-06,0.532,0.414,0.256,130.009,266222.0,3.0,8.0
272,Julia Kent,Carapace,31.0,0.479,0.325,4.0,-14.01,0.0,0.0333,0.161,0.752,0.104,0.222,132.046,211216.0,4.0,1.0
275,Big Brother & The Holding Company,Piece of My Heart,69.0,0.443,0.727,4.0,-7.951,1.0,0.145,0.263,0.000141,0.169,0.566,160.82,253333.0,4.0,10.0
277,Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),54.0,0.546,0.351,11.0,-8.279,1.0,0.0271,0.701,3.14e-06,0.0997,0.283,105.79,211867.0,3.0,1.0
281,Best Friends Club,Evil Containment Wave (Part II),20.0,0.814,0.569,9.0,-13.422,0.0,0.0796,0.554,0.821,0.132,0.514,120.005,250000.0,4.0,9.0
282,Van Halen,Hot For Teacher,69.0,0.552,0.947,2.0,-4.671,1.0,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747.0,4.0,10.0
283,Johnny Adams,It Ain't The Same Thing,12.0,0.916,0.537,9.0,-9.303,0.0,0.0358,0.241,0.000685,0.0549,0.908,106.951,252907.0,4.0,2.0
287,MOSSS,Here If You Want (Pale Blue),54.0,0.761,0.6,7.0,-7.348,1.0,0.0765,0.269,0.864,0.108,0.557,96.015,199036.0,4.0,6.0
288,The Sounds,Painted By Numbers,47.0,0.475,0.807,3.0,-3.959,0.0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,200000.0,4.0,10.0
290,Charlotte Day Wilson,Take Care of You (feat. Syd),63.0,0.683,0.486,4.0,-9.726,0.0,0.11,0.822,0.0227,0.276,0.279,126.985,213071.0,4.0,6.0
291,Lower Than Atlantis,Had Enough,45.0,0.561,0.823,2.0,-4.851,1.0,0.097,0.0029,0.00017,0.492,0.525,93.504,200760.0,4.0,1.0
295,The Ben Webster Quintet,Makin' Whoopee,40.0,0.529,0.0582,8.0,-19.131,1.0,0.0617,0.883,0.125,0.116,0.357,93.486,4.53155,4.0,7.0
298,Shubha Mudgal,Awakning Main Sutti,1.0,0.276,0.659,6.0,-6.642,0.0,0.0352,0.00219,4.4e-05,0.146,0.309,81.611,6.236083333,4.0,0.0
299,Galleons,Playing With Fire is Such a Cliché,42.0,0.471,0.925,7.0,-4.633,1.0,0.0598,0.000254,2.65e-05,0.356,0.0768,100.012,303000.0,4.0,8.0
300,Zara Larsson,Morning,34.0,0.619,0.631,11.0,-6.018,1.0,0.104,0.131,1.18e-06,0.246,0.772,106.309,175305.0,4.0,9.0
303,Hadag Nahash,סע!,40.0,0.83,0.819,1.0,-4.78,0.0,0.0686,0.00741,5.45e-06,0.134,0.846,113.002,228117.0,4.0,5.0
305,Saint Sister,Causing Trouble - Kormac Remix,50.0,0.306,0.54,5.0,-7.196,1.0,0.0414,0.625,0.00454,0.152,0.147,75.382,227707.0,4.0,1.0
306,ISLAND,Do You Remember The Times,28.0,0.572,0.949,9.0,-3.498,1.0,0.0362,0.14,7.44e-05,0.0705,0.607,138.013,224840.0,4.0,1.0
307,Don Henley,Sunset Grill,48.0,0.557,0.577,8.0,-12.175,1.0,0.027,0.0796,2.31e-05,0.0604,0.445,91.877,379000.0,4.0,10.0
308,Ron Gallo,Kill the Medicine Man,32.0,0.41,0.823,9.0,-6.237,1.0,0.0655,0.0554,0.000215,0.154,0.284,90.471,153717.0,4.0,1.0
309,Thieves Like Us,Drugs in My Body,45.0,0.689,0.657,2.0,-10.419,0.0,0.0449,0.00843,0.459,0.15,0.802,116.872,216600.0,4.0,6.0
311,Sense Field,Dreams,23.0,0.505,0.659,3.0,-12.146,1.0,0.0256,0.0321,0.00986,0.116,0.461,101.53,262600.0,1.0,10.0
315,Type O Negative,Cinnamon Girl,45.0,0.484,0.913,1.0,-5.942,1.0,0.045,0.13,0.78,0.0992,0.465,99.052,248333.0,4.0,8.0
317,Tempa T,Next Hype - Instrumental,19.0,0.869,0.761,8.0,-6.449,1.0,0.105,0.0016,0.829,0.0736,0.281,139.973,239640.0,4.0,5.0
318,Viscera,Lamb to the Slaughter,33.0,0.423,0.958,7.0,-5.251,0.0,0.188,2.46e-05,0.127,0.388,0.174,119.967,230500.0,4.0,8.0
319,Skating Polly,Hollywood Factory,30.0,0.605,0.722,11.0,-5.852,1.0,0.0517,0.47,0.000461,0.104,0.961,124.711,175053.0,4.0,1.0
320,Black Pumas,Colors,66.0,0.546,0.696,4.0,-6.537,1.0,0.0335,0.0887,1.84e-05,0.195,0.596,89.882,246587.0,4.0,10.0
321,The Jesus and Mary Chain,April Skies,54.0,0.545,0.717,3.0,-6.869,1.0,0.036,0.00417,0.406,0.136,0.589,118.515,239621.0,4.0,10.0
322,Charlie Feathers,One Hand Loose,31.0,0.661,0.762,4.0,-9.581,1.0,0.038,0.792,3.38e-05,0.121,0.911,89.292,144480.0,4.0,10.0
325,Rochelle Jordan,Something,34.0,0.778,0.703,1.0,-5.978,0.0,0.0391,0.0193,4.21e-05,0.069,0.493,126.015,239516.0,3.0,6.0
326,Nasty Cherry,Win,49.0,0.778,0.552,7.0,-5.987,1.0,0.0367,0.00661,0.000607,0.0815,0.499,115.032,164203.0,4.0,1.0
328,Power Trip,Executioner's Tax (Swing of the Axe),54.0,0.484,0.991,8.0,-4.028,0.0,0.0676,0.000289,0.657,0.359,0.559,167.035,225245.0,4.0,8.0
329,Nothing,Blue Line Baby,36.0,0.248,0.687,2.0,-6.233,1.0,0.0393,0.00224,0.85,0.0639,0.17,164.622,270853.0,4.0,6.0
330,Alien Sex Fiend,I Walk The Line,36.0,0.564,0.804,2.0,-11.786,1.0,0.0733,0.0311,0.81,0.0463,0.397,123.716,291600.0,4.0,10.0
331,Lush,Sweetness and Light,45.0,0.46,0.878,4.0,-7.903,1.0,0.0514,0.326,0.813,0.0967,0.34,109.903,317093.0,4.0,6.0
335,Paladin,The River Dragon Has Come,28.0,0.485,0.975,6.0,-4.956,1.0,0.0692,3.07e-05,0.00077,0.0443,0.265,139.91,305052.0,4.0,8.0
336,Michael Kiwanuka,You Ain't The Problem,59.0,0.643,0.773,1.0,-7.998,1.0,0.0414,0.188,0.000412,0.0986,0.653,124.538,249333.0,4.0,9.0
337,Death Valley Girls,Street Justice,25.0,0.324,0.948,9.0,-4.609,1.0,0.0522,8.85e-06,0.561,0.165,0.342,90.542,160587.0,4.0,1.0
338,MONOEYES,リザードマン,40.0,0.472,0.862,9.0,-4.835,1.0,0.0324,2.49e-05,6.08e-06,0.076,0.0956,94.984,247067.0,4.0,10.0
339,The Cult,She Sells Sanctuary,69.0,0.55,0.765,7.0,-8.684,1.0,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252533.0,4.0,6.0
342,Concha Piquer,Tatuaje,35.0,0.46,0.223,2.0,-8.974,0.0,0.138,0.995,0.0957,0.253,0.306,78.306,188200.0,4.0,9.0
344,Ana Alcaide,Elenion,40.0,0.701,0.204,4.0,-17.527,0.0,0.0406,0.964,0.835,0.0985,0.27,104.983,4.314666667,3.0,7.0
345,TDJ,Open Air,37.0,0.667,0.51,1.0,-10.133,1.0,0.0436,0.176,0.00283,0.0857,0.16,141.077,251555.0,4.0,1.0
349,James Taylor,Fire and Rain - 2019 Remaster,73.0,0.597,0.271,5.0,-17.293,1.0,0.0394,0.766,0.0119,0.0933,0.338,76.271,203613.0,4.0,10.0
350,James Otto,Just Got Started Lovin' You,62.0,0.705,0.606,7.0,-7.047,1.0,0.0243,0.159,0.00149,0.242,0.876,98.001,3.910666667,4.0,4.0
351,elegant slims,Not Human,46.0,0.52,0.815,11.0,-4.758,0.0,0.0488,0.00172,1.92e-06,0.089,0.466,91.972,199387.0,4.0,10.0
352,Ms. Lauryn Hill,Lost Ones,61.0,0.832,0.749,2.0,-6.129,1.0,0.37,0.0998,3.74e-06,0.0837,0.65,94.899,333907.0,4.0,5.0
354,Dire Straits,Money For Nothing,42.0,0.666,0.667,2.0,-9.305,0.0,0.0371,0.043,0.0005,0.074,0.679,134.219,8.51555,4.0,10.0
357,MAX RAD,Where Are We Now?,32.0,0.742,0.657,9.0,-10.579,0.0,0.105,0.0687,0.000613,0.274,0.656,107.479,197477.0,4.0,6.0
358,The Faint,The Geeks Were Right,37.0,0.737,0.668,5.0,-6.261,0.0,0.0323,0.00405,6.04e-05,0.385,0.961,131.009,176240.0,4.0,6.0
359,Kojaque,Town's Dead,45.0,0.529,0.746,8.0,-8.288,1.0,0.0649,0.0271,7.94e-06,0.158,0.184,83.978,186334.0,4.0,10.0
360,Limp Bizkit,Take A Look Around,72.0,0.425,0.852,11.0,-5.607,1.0,0.046,0.0175,0.306,0.0935,0.512,101.968,321040.0,4.0,10.0
362,Nick Hakim,QADIR - Single Version,29.0,0.766,0.488,8.0,-6.402,0.0,0.0595,0.257,0.0132,0.155,0.582,142.035,241920.0,4.0,6.0
365,Van Halen,Poundcake,39.0,0.487,0.948,4.0,-7.754,1.0,0.043,0.000662,0.102,0.0506,0.242,105.395,321707.0,4.0,8.0
366,The Who,Behind Blue Eyes,71.0,0.394,0.622,4.0,-8.258,0.0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,221427.0,4.0,10.0
368,Caitlyn Smith,Cheap Date,54.0,0.587,0.299,2.0,-6.649,1.0,0.0327,0.853,2.11e-06,0.149,0.184,96.657,190067.0,3.0,9.0
369,Leroy Carr,Papa's on the House Top,29.0,0.683,0.285,3.0,-12.101,1.0,0.0366,0.994,0.603,0.122,0.783,94.913,175400.0,4.0,2.0
370,Fickle Friends,Cosmic Coming of Age,46.0,0.603,0.674,6.0,-8.193,1.0,0.0591,0.139,3.41e-06,0.116,0.732,93.004,204259.0,4.0,6.0
372,bl00dwave,Blue,33.0,0.626,0.861,9.0,-7.384,0.0,0.0285,0.0114,0.562,0.101,0.501,110.014,146182.0,4.0,6.0
374,Chapterhouse,Breather,37.0,0.267,0.94,9.0,-7.052,1.0,0.0629,0.000126,0.161,0.358,0.21,155.581,258760.0,4.0,6.0
375,ILLENIUM,Crawl Outta Love - The Glitch Mob Remix,41.0,0.476,0.798,2.0,-5.405,1.0,0.0869,0.00677,0.0914,0.583,0.0372,92.781,309677.0,4.0,10.0
376,Kaiser Chiefs,Oh My God,41.0,0.367,0.938,7.0,-4.643,1.0,0.0464,0.0052,5.18e-06,0.428,0.556,177.916,214880.0,4.0,1.0
378,MOSES,Cause You Got Me,46.0,0.494,0.805,1.0,-6.437,1.0,0.0293,0.000595,7.12e-05,0.0636,0.571,96.996,232526.0,4.0,10.0
380,Shreya Ghoshal,Mann Bheetar,19.0,0.616,0.547,7.0,-7.63,1.0,0.0342,0.739,0.0362,0.121,0.345,110.025,6.484166667,4.0,0.0
382,Glass Animals,Tangerine,69.0,0.845,0.583,9.0,-5.948,0.0,0.0773,0.114,0.000536,0.1,0.842,149.941,200584.0,4.0,6.0
383,Aerosmith,Train Kept a Rollin',53.0,0.359,0.854,11.0,-9.799,0.0,0.0418,0.00194,0.00767,0.841,0.472,99.414,333227.0,4.0,10.0
385,Bathtub Cig,My Friend,26.0,0.689,0.208,7.0,-15.944,1.0,0.0344,0.96,0.635,0.0933,0.194,96.052,220514.0,4.0,6.0
386,Louf,Formation - Otik Remix,33.0,0.434,0.599,10.0,-11.966,0.0,0.0734,0.00189,0.891,0.0929,0.436,109.188,436630.0,5.0,1.0
387,Black Sabbath,Iron Man - 2012 - Remaster,38.0,0.336,0.796,6.0,-10.845,0.0,0.0896,0.00361,0.00143,0.0621,0.417,155.28,353613.0,4.0,10.0
388,Yung Bleu,Ghetto Love Birds,57.0,0.604,0.522,8.0,-6.796,1.0,0.0924,0.734,0.000172,0.113,0.287,93.169,186039.0,4.0,5.0
389,George Strait,The Fireman,56.0,0.664,0.601,2.0,-13.379,1.0,0.0616,0.137,3.09e-05,0.0567,0.934,168.979,2.572666667,4.0,4.0
391,DDG,Get What You Want (feat. PnB Rock),50.0,0.799,0.494,7.0,-12.029,1.0,0.266,0.147,0.000929,0.115,0.234,136.019,186196.0,4.0,5.0
393,Dead Pony,Speak of the Devil,32.0,0.431,0.777,7.0,-7.853,1.0,0.0494,0.000207,1.25e-05,0.105,0.361,76.027,215296.0,4.0,10.0
396,Johnny Adams,This Time I'm Gone For Good,29.0,0.418,0.387,5.0,-11.79,0.0,0.0634,0.216,0.0127,0.142,0.361,202.033,280360.0,3.0,2.0
397,Lime Cordiale,On Our Own,57.0,0.705,0.692,9.0,-7.271,1.0,0.0303,0.00149,0.000193,0.137,0.772,125.933,216636.0,4.0,6.0
398,Isaac DaBom,תבטיחי לי,15.0,0.831,0.632,8.0,-8.875,0.0,0.13,0.139,2.71e-06,0.112,0.647,103.023,281477.0,4.0,9.0
401,The Soft Cavalry,Dive,28.0,0.5,0.528,2.0,-10.051,1.0,0.0276,0.044,0.000243,0.0911,0.094,78.0,255385.0,4.0,6.0
402,Willie J Healey,Big Nothing,38.0,0.466,0.699,7.0,-6.101,1.0,0.0319,0.475,0.0065,0.221,0.716,190.384,142246.0,4.0,6.0
403,The Kinks,Lola - Remastered,57.0,0.468,0.839,9.0,-7.39,1.0,0.0365,0.459,0.461,0.151,0.935,151.842,242027.0,4.0,10.0
404,Suldusk,The Elm,38.0,0.601,0.439,4.0,-10.507,0.0,0.0253,0.43,0.00107,0.125,0.186,106.973,210834.0,4.0,8.0
405,Kurt Vile,Pretty Pimpin,63.0,0.566,0.663,8.0,-9.068,1.0,0.0278,0.0945,0.294,0.0915,0.762,91.108,298760.0,4.0,6.0
406,Yameii Online,Baby My Phone,70.0,0.427,0.666,5.0,-7.902,0.0,0.0415,0.176,0.229,0.0856,0.232,85.022,215771.0,4.0,9.0
410,Jackie Hayes,eye 2 eye,48.0,0.638,0.666,4.0,-6.951,0.0,0.0392,0.00784,6.65e-05,0.314,0.651,131.962,185455.0,4.0,6.0
411,Jack Fruit,wrong but worth it,30.0,0.627,0.5,9.0,-9.615,0.0,0.046,0.0957,0.0385,0.522,0.353,120.025,178711.0,4.0,9.0
412,Phoria,Current,49.0,0.254,0.117,8.0,-21.35,0.0,0.0376,0.964,0.875,0.111,0.0447,78.533,350974.0,4.0,1.0
415,Elliott Ok,72,14.0,0.398,0.338,7.0,-10.084,1.0,0.0304,0.328,0.0319,0.099,0.188,135.75,222906.0,4.0,6.0
416,The Zombies,Time of the Season - Mono Version,66.0,0.537,0.7,4.0,-6.852,0.0,0.0366,0.142,1.58e-06,0.383,0.695,117.111,214027.0,4.0,10.0
417,AC/DC,Big Gun,59.0,0.569,0.901,9.0,-5.197,1.0,0.0544,0.00555,0.26,0.16,0.839,133.194,259413.0,4.0,8.0
421,Machine Gun Kelly,forget me too (feat. Halsey),80.0,0.654,0.875,1.0,-4.845,1.0,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621.0,4.0,10.0
422,Wallice,Hey Michael,60.0,0.759,0.636,4.0,-6.387,1.0,0.0473,0.0386,0.000117,0.643,0.921,120.019,179852.0,4.0,6.0
424,Low (Acoustic),Angel Snow,33.0,0.557,0.264,9.0,-10.625,1.0,0.028,0.874,1.16e-05,0.0984,0.433,77.099,3.445166667,4.0,0.0
425,Johnny Cash,Big River,54.0,0.632,0.559,5.0,-10.49,1.0,0.0674,0.854,0.000103,0.127,0.884,182.942,151427.0,4.0,10.0
431,2 Chainz,Grey Area,70.0,0.897,0.767,11.0,-4.544,1.0,0.0959,0.0679,0.000364,0.129,0.675,134.913,171838.0,4.0,5.0
433,Jess Locke,Universe,28.0,0.653,0.543,11.0,-7.154,0.0,0.026,0.0852,5.37e-06,0.295,0.419,97.029,219753.0,4.0,6.0
435,Wild Pink,The Shining but Tropical,40.0,0.501,0.792,4.0,-7.31,1.0,0.0255,0.00708,0.00318,0.67,0.645,88.014,291613.0,4.0,1.0
439,Walter Wolfman Washington,Landslide,18.0,0.705,0.811,11.0,-5.483,0.0,0.133,0.27,0.0248,0.0233,0.549,97.938,313813.0,4.0,2.0
441,Second to Sun,Marsch der Wölfe,28.0,0.313,0.933,2.0,-4.574,1.0,0.062,4.82e-06,0.139,0.717,0.0958,76.01,315790.0,4.0,8.0
443,Armon,Hot Summer,8.0,0.352,0.648,9.0,-7.426,1.0,0.0375,0.37,0.432,0.27,0.36,82.436,349822.0,4.0,6.0
444,Long Distance Calling,Hazard,34.0,0.287,0.77,2.0,-7.477,1.0,0.0546,0.000483,0.445,0.0519,0.293,71.072,368973.0,4.0,8.0
445,The Jungle Giants,Treat You Right,56.0,0.664,0.759,9.0,-4.926,0.0,0.0428,0.0169,0.0025,0.179,0.771,160.023,221466.0,4.0,9.0
446,Sha Na Na,At the Hop - Live at Woodstock,22.0,0.294,0.923,4.0,-12.239,0.0,0.212,0.198,0.000128,0.992,0.208,135.384,184787.0,4.0,10.0
449,Beck,Dreams,59.0,0.582,0.938,1.0,-5.726,0.0,0.0392,0.000733,0.0202,0.0841,0.8,113.999,314487.0,4.0,6.0
451,Parker Millsap,Hades Pleads,48.0,0.568,0.632,9.0,-6.958,1.0,0.161,0.0245,0.000246,0.401,0.711,164.823,156107.0,4.0,10.0
452,bbno$,bad to the bone,67.0,0.95,0.574,11.0,-7.969,0.0,0.251,0.0973,0.000274,0.0801,0.656,106.042,141509.0,4.0,9.0
453,No sé a quién matar,No Sé a Quién Matar,34.0,0.561,0.704,9.0,-6.062,1.0,0.0232,0.0412,0.857,0.217,0.678,98.99,219475.0,4.0,6.0
454,AWOLNATION,The Best (feat. Alice Merton),53.0,0.645,0.86,2.0,-5.041,0.0,0.031,0.128,0.00517,0.0929,0.04,111.029,223320.0,4.0,10.0
455,Bruce Springsteen,Ghosts,58.0,0.532,0.736,11.0,-6.901,1.0,0.0383,0.000146,0.000961,0.292,0.656,125.105,354813.0,4.0,10.0
457,Braid,Killing A Camera,32.0,0.39,0.885,11.0,-6.98,0.0,0.0549,0.0014,2.11e-05,0.371,0.592,83.661,153800.0,4.0,10.0
458,Rekha Bhardwaj,Badi Dheere Jali,25.0,0.439,0.364,10.0,-10.723,1.0,0.0341,0.877,0.007,0.0776,0.111,80.202,7.023266667,4.0,0.0
460,JunkBunny,Another Summer Song,27.0,0.343,0.85,1.0,-7.51,1.0,0.0567,5.37e-05,5.01e-05,0.0905,0.437,161.794,230747.0,4.0,10.0
462,Kylie V,On My Mind,30.0,0.605,0.428,6.0,-7.93,1.0,0.0261,0.685,0.00924,0.201,0.228,152.969,260013.0,4.0,1.0
463,Hazvuvim,זרזירים,14.0,0.682,0.749,4.0,-10.759,0.0,0.0435,0.00883,0.00166,0.12,0.686,117.871,330493.0,4.0,10.0
465,The Walkmen,The Rat,57.0,0.167,0.921,6.0,-4.881,0.0,0.061,0.000141,0.0716,0.239,0.315,168.225,262227.0,4.0,6.0
466,OK Go,This Too Shall Pass,43.0,0.43,0.669,5.0,-3.398,1.0,0.0448,5.07e-05,0.0105,0.121,0.417,160.001,188120.0,4.0,10.0
467,Half the Animal,Magic,43.0,0.539,0.654,1.0,-6.454,0.0,0.0813,0.0296,1.49e-06,0.0595,0.511,170.138,210820.0,5.0,10.0
468,bloody/bath,Arp-87,37.0,0.527,0.878,1.0,-4.932,1.0,0.0561,0.2,0.876,0.104,0.198,152.017,169728.0,4.0,6.0
471,Fontaines D.C.,Too Real,46.0,0.495,0.96,4.0,-6.235,0.0,0.061,0.0281,1.05e-05,0.111,0.182,172.808,248409.0,4.0,1.0
475,Monolink,Harlem River,51.0,0.845,0.429,1.0,-11.706,0.0,0.0973,0.183,0.267,0.0727,0.443,116.007,277609.0,4.0,6.0
476,The Beaches,Give It Up,41.0,0.691,0.62,6.0,-3.339,0.0,0.0455,0.0129,0.000686,0.0821,0.552,109.027,179973.0,4.0,10.0
479,Malfunkshun,Jezebel Woman,42.0,0.217,0.736,9.0,-7.309,0.0,0.0409,0.000689,2.46e-06,0.0821,0.246,130.404,271333.0,4.0,10.0
480,George Harrison,Give Me Love (Give Me Peace On Earth),62.0,0.373,0.57,5.0,-11.56,1.0,0.0441,0.497,0.0124,0.128,0.631,81.28,215693.0,4.0,10.0
481,Mavi Phoenix,Grass And The Sun,46.0,0.818,0.459,8.0,-10.073,1.0,0.0399,0.916,0.906,0.111,0.246,110.126,174545.0,4.0,6.0
483,King of Asgard,Ammobiærg,26.0,0.0809,0.993,2.0,-4.093,1.0,0.163,5.49e-05,0.932,0.183,0.0397,70.972,483440.0,1.0,8.0
485,Touché Amoré,Reminders,40.0,0.352,0.927,8.0,-8.144,1.0,0.11,6.9e-05,4.48e-05,0.0409,0.355,98.336,183338.0,4.0,10.0
486,Misplaced,idk why i try,33.0,0.495,0.949,1.0,-3.789,1.0,0.0407,4.2e-05,0.711,0.438,0.683,105.013,187571.0,4.0,10.0
491,Journers,Yok Mu ?,28.0,0.485,0.706,9.0,-7.165,1.0,0.0333,0.00782,0.000568,0.108,0.349,135.954,274750.0,4.0,10.0
492,Miss May I,Shadows Inside,56.0,0.381,0.969,10.0,-4.956,0.0,0.141,4.59e-06,1.47e-05,0.143,0.338,179.987,236549.0,4.0,8.0
493,wave to earth,daisy.,33.0,0.442,0.576,6.0,-5.611,0.0,0.0321,0.362,9.77e-06,0.308,0.643,202.081,218500.0,4.0,10.0
494,Fallen,Tolo,30.0,0.538,0.507,2.0,-11.016,1.0,0.0312,0.029,0.264,0.354,0.169,103.021,4.065783333,4.0,0.0
495,Greta Van Fleet,Age of Machine,63.0,0.222,0.807,7.0,-4.738,1.0,0.045,0.000696,0.00844,0.0801,0.106,136.344,413524.0,4.0,10.0
496,Godsticks,Victim - Edit,24.0,0.292,0.775,4.0,-6.192,0.0,0.0488,0.00796,1.98e-06,0.111,0.368,150.475,333137.0,4.0,10.0
497,Jan & Dean,Surf City - Remastered 1990/Stereo Remix,45.0,0.469,0.647,8.0,-13.913,1.0,0.0315,0.595,1.65e-06,0.339,0.942,147.878,163027.0,4.0,10.0
498,The Pharcyde,Drop,56.0,0.853,0.754,10.0,-7.158,0.0,0.259,0.335,6.21e-06,0.252,0.69,95.081,334467.0,4.0,5.0
500,Salt-N-Pepa,Push It,68.0,0.913,0.596,11.0,-12.477,0.0,0.0707,0.00658,0.00349,0.078,0.973,127.215,272133.0,4.0,9.0
501,Jake Milliner,Juno,35.0,0.811,0.453,6.0,-9.54,0.0,0.0948,0.438,0.853,0.345,0.605,93.014,207250.0,4.0,1.0
502,21 Savage,Runnin,80.0,0.819,0.626,10.0,-4.574,0.0,0.202,0.00748,0.101,0.167,0.415,143.01,195906.0,4.0,5.0
503,George Moir,Baked Beans,35.0,0.663,0.604,11.0,-5.252,1.0,0.186,0.367,0.000269,0.134,0.567,82.536,177000.0,4.0,6.0
504,Amber Run,Neon Circus,38.0,0.486,0.908,2.0,-4.43,1.0,0.0369,0.0023,0.24,0.389,0.241,89.991,216667.0,4.0,10.0
505,Whitney,Strange Overtones,52.0,0.728,0.572,2.0,-10.043,1.0,0.0348,0.242,4.1e-05,0.102,0.744,110.346,206995.0,4.0,6.0
506,P.O.D.,Boom - 2006 Remaster,50.0,0.563,0.924,2.0,-5.567,1.0,0.0734,0.00156,1.15e-06,0.0468,0.539,90.928,187240.0,4.0,10.0
507,Monster Magnet,Powertrip,49.0,0.522,0.853,11.0,-5.861,1.0,0.0383,7.44e-05,0.582,0.131,0.637,140.727,211440.0,4.0,8.0
508,Press Club,Behave,26.0,0.447,0.949,4.0,-4.245,0.0,0.0841,0.000283,2.4e-05,0.132,0.364,104.724,197263.0,4.0,1.0
510,Gorgoroth,Begravelsesnatt,35.0,0.17,0.98,7.0,-12.697,1.0,0.0652,2.48e-06,0.852,0.515,0.0504,144.475,153240.0,4.0,8.0
512,Fleetwood Mac,The Chain - 2004 Remaster,82.0,0.545,0.67,9.0,-8.81,1.0,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213.0,4.0,10.0
513,Arik Einstein,מדוע הילד צחק בחלום,23.0,0.409,0.231,1.0,-15.002,1.0,0.0353,0.451,1.02e-05,0.084,0.125,116.036,253000.0,4.0,10.0
514,Mohammed Rafi,Dekhi Zamane Ki Yaari,9.0,0.261,0.14,6.0,-15.33,1.0,0.0412,0.983,0.69,0.116,0.188,72.286,9.006,4.0,3.0
515,Pinkshinyultrablast,Songs,42.0,0.12,0.87,9.0,-6.984,1.0,0.0995,0.0018,0.815,0.0834,0.0536,179.815,950210.0,3.0,6.0
516,Migrant Motel,New Religion,35.0,0.571,0.405,1.0,-8.907,1.0,0.025,0.00157,0.000991,0.0911,0.398,72.974,184000.0,4.0,10.0
520,Radiohead,Just,63.0,0.291,0.767,7.0,-6.913,0.0,0.0862,0.000401,0.012,0.0763,0.359,175.702,234800.0,4.0,1.0
521,Red Fang,Arrows,46.0,0.187,0.913,7.0,-8.185,1.0,0.0558,0.224,0.843,0.102,0.344,156.715,232980.0,4.0,10.0
524,The Devil and the Almighty Blues,The Ghosts of Charlie Barracuda,40.0,0.298,0.584,11.0,-7.257,1.0,0.0322,0.0435,0.328,0.1,0.388,143.927,466382.0,3.0,10.0
525,Will Paquin,Chandelier,62.0,0.331,0.5,2.0,-9.119,0.0,0.0514,0.677,6.61e-06,0.116,0.421,86.963,127465.0,4.0,6.0
527,Pixies,Debaser,64.0,0.489,0.913,5.0,-9.152,0.0,0.0479,0.00015,0.709,0.0703,0.539,135.756,171747.0,4.0,1.0
528,Sha Na Na,Silhouettes - Live at Woodstock,21.0,0.4,0.682,5.0,-11.927,1.0,0.0563,0.183,0.000803,0.803,0.778,117.528,177640.0,1.0,10.0
529,Electric Light Orchestra,Mr. Blue Sky,81.0,0.388,0.338,10.0,-10.054,1.0,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373.0,4.0,9.0
531,Johnny Cash,Man in Black,57.0,0.676,0.58,5.0,-14.217,1.0,0.0506,0.589,0.000145,0.218,0.89,95.358,2.883116667,4.0,4.0
534,Lauv,I Like Me Better,83.0,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437.0,4.0,9.0
536,Willie Dixon,Little Red Rooster,48.0,0.584,0.278,4.0,-18.566,1.0,0.0312,0.55,0.21,0.255,0.75,81.712,215027.0,4.0,2.0
